"","ONDERWIJSSOORT","INSTELLINGSCODE","INSTELLINGSNAAM","INSTELLING_ADRES","INSTELLING_POSTCODE","INSTELLING_PLAATS","INSTELLING_PROVINCIE","INSTELLING_GEMEENTECODE","INSTELLING_GEMEENTENAAM","TELLING_VOTOTAAL_2017","TELLING_VOTOTAAL_2018","TELLING_VOTOTAAL_2019","TELLING_VOTOTAAL_2020","TELLING_VOTOTAAL_2021","TELLING_VOTOTAAL_2022","PROGNOSES_VOTOTAAL_2023","PROGNOSES_VOTOTAAL_2024","PROGNOSES_VOTOTAAL_2025","PROGNOSES_VOTOTAAL_2026","PROGNOSES_VOTOTAAL_2027","PROGNOSES_VOTOTAAL_2028","PROGNOSES_VOTOTAAL_2029","PROGNOSES_VOTOTAAL_2030","PROGNOSES_VOTOTAAL_2031","PROGNOSES_VOTOTAAL_2032","PROGNOSES_VOTOTAAL_2033","PROGNOSES_VOTOTAAL_2034","PROGNOSES_VOTOTAAL_2035","PROGNOSES_VOTOTAAL_2036","PROGNOSES_VOTOTAAL_2037","PROGNOSES_VOTOTAAL_2038","PROGNOSES_VOTOTAAL_2039","PROGNOSES_VOTOTAAL_2040","PROGNOSES_VOTOTAAL_2041","PROGNOSES_VOTOTAAL_2042","BRJ_2017","BRJ_2018","BRJ_2019","BRJ_2020","BRJ_2021","BRJ_2022","BRJ_2023","BRJ_2024","BRJ_2025","BRJ_2026","BRJ_2027","BRJ_2028","BRJ_2029","BRJ_2030","BRJ_2031","BRJ_2032","BRJ_2033","BRJ_2034","BRJ_2035","BRJ_2036","BRJ_2037","BRJ_2038","BRJ_2039","BRJ_2040","BRJ_2041","BRJ_2042","VMBO_2017","VMBO_2018","VMBO_2019","VMBO_2020","VMBO_2021","VMBO_2022","VMBO_2023","VMBO_2024","VMBO_2025","VMBO_2026","VMBO_2027","VMBO_2028","VMBO_2029","VMBO_2030","VMBO_2031","VMBO_2032","VMBO_2033","VMBO_2034","VMBO_2035","VMBO_2036","VMBO_2037","VMBO_2038","VMBO_2039","VMBO_2040","VMBO_2041","VMBO_2042","HAVO_2017","HAVO_2018","HAVO_2019","HAVO_2020","HAVO_2021","HAVO_2022","HAVO_2023","HAVO_2024","HAVO_2025","HAVO_2026","HAVO_2027","HAVO_2028","HAVO_2029","HAVO_2030","HAVO_2031","HAVO_2032","HAVO_2033","HAVO_2034","HAVO_2035","HAVO_2036","HAVO_2037","HAVO_2038","HAVO_2039","HAVO_2040","HAVO_2041","HAVO_2042","VWO_2017","VWO_2018","VWO_2019","VWO_2020","VWO_2021","VWO_2022","VWO_2023","VWO_2024","VWO_2025","VWO_2026","VWO_2027","VWO_2028","VWO_2029","VWO_2030","VWO_2031","VWO_2032","VWO_2033","VWO_2034","VWO_2035","VWO_2036","VWO_2037","VWO_2038","VWO_2039","VWO_2040","VWO_2041","VWO_2042","PRO_2017","PRO_2018","PRO_2019","PRO_2020","PRO_2021","PRO_2022","PRO_2023","PRO_2024","PRO_2025","PRO_2026","PRO_2027","PRO_2028","PRO_2029","PRO_2030","PRO_2031","PRO_2032","PRO_2033","PRO_2034","PRO_2035","PRO_2036","PRO_2037","PRO_2038","PRO_2039","PRO_2040","PRO_2041","PRO_2042","BEVOEGDGEZAGNUMMER","BEVOEGDGEZAGNAAM","BEVOEGDGEZAG_ADRES","BEVOEGDGEZAG_POSTCODE","BEVOEGDGEZAG_PLAATS","BEVOEGDGEZAG_PROVINCIE","BEVOEGDGEZAG_GEMEENTECODE","BEVOEGDGEZAG_GEMEENTENAAM"
"163","VO","03KN","Rooms Katholieke SGM Pius X voor Gymnasium Atheneum Havo Mavo Vbo Pro Lwoo","Tuinstraat 1","5531GK","BLADEL","Noord-Brabant","1728","BLADEL",2267,2333,2253,2255,2161,2119,2163.6205073648,2151.43805115931,2172.87941367984,2172.8514040892,2158.23846093948,2136.04236702546,2120.68238642001,2123.03899575209,2113.9610123156,2109.725667745,2117.31829412404,2106.44965858658,2103.33922187999,2112.48384022083,2129.79196703406,2148.34622408302,2192.82186199506,2227.27929838805,2251.10402261932,2283.52139514125,923,984,919,869,877,865,927.50674677818,946.079084557884,902.633693999293,885.726147005956,889.985408368291,878.355780301586,870.874858363532,868.978616102972,869.471837324412,853.421552299125,871.322912999139,865.97354831452,852.818636298901,868.451514493964,892.315112871899,895.273809528609,909.115715352567,927.332821749855,932.837866133354,944.065971935502,615,591,569,600,594,569,568.479402562175,541.732538293845,594.10807534093,600.716930435024,571.81907447512,563.665216539352,558.309417183166,558.097539344027,550.547653829374,556.575625912561,549.474000341313,541.199185755743,549.912242056708,544.772240324292,536.85766241395,544.158836548374,561.230341615581,566.505490125134,571.389056997186,582.070836972527,281,291,313,323,267,274,276.644175230381,272.042461145236,276.589391918806,289.704624860745,289.659959264737,284.331386659864,282.777088755624,283.681181894402,281.24724322415,283.330094011531,281.016944749403,280.411448344376,279.584195626038,278.923092299165,276.531813888818,277.167860492326,283.195072751525,286.628544585371,290.842397162561,294.424434492162,263,261,251,242,217,206,193.684914601225,197.055819144707,204.041323224039,200.644996526351,204.839732390616,204.827687003225,200.224675345409,200.62637142525,198.018268150973,200.339984464421,197.926929292859,198.456690874783,200.272497221431,196.737906680097,196.682946368617,198.077993797764,200.141164607841,202.348364952278,206.157345472017,208.923254020745,185,206,201,221,206,205,197.305268192842,194.528148017639,195.506929196773,196.058705261128,201.934286440713,204.862296521434,208.496346772279,211.655286985439,214.676009786691,216.058411057365,217.577506741321,220.408785297156,220.751650676909,223.599086423311,227.404431490776,233.667723715951,239.139567667551,244.464076975408,249.8773568542,254.036897720318,"29187","Onderwijsstichting De Kempen","Tuinstraat 1","5531GK","BLADEL","Noord-Brabant","1728","BLADEL"
"164","VO","03KZ","PrO Hardenberg school voorChristelijk Praktijkonderwijs","Verlengde Korte Steeg 18","7772RZ","HARDENBERG","Overijssel","0160","HARDENBERG",137,141,145,156,157,162,167.2022966283,163.752409097268,158.235637850259,156.520737543325,152.434210422968,149.201527660209,150.771271903093,148.863908034482,146.478545548983,145.504349975253,143.102761672043,140.883950855157,141.122817791693,140.87460517357,142.904789338931,145.729302740668,147.094200884467,151.674526091379,154.463012970157,157.250275190616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137,141,145,156,157,162,167.2022966283,163.752409097268,158.235637850259,156.520737543325,152.434210422968,149.201527660209,150.771271903093,148.863908034482,146.478545548983,145.504349975253,143.102761672043,140.883950855157,141.122817791693,140.87460517357,142.904789338931,145.729302740668,147.094200884467,151.674526091379,154.463012970157,157.250275190616,"29850","Stichting voor Christelijk Praktijkonderwijs voor Hardenberg en omgeving","Verlengde Korte Steeg 18","7772RZ","HARDENBERG","Overijssel","0160","HARDENBERG"
"165","VO","03OY","Niftarlake College Christelijke Scholengemeenschap voor Atheneum Havo Mavo","Pauwenkamp 151","3607GK","MAARSSEN","Utrecht","1904","STICHTSE VECHT",1643,1669,1684,1720,1686,1643,1566.71067421531,1517.28608035971,1478.2183512409,1502.88103531885,1521.95179783832,1522.79974958447,1500.00696037907,1481.57414578485,1472.71157855503,1465.82736627871,1476.49103313897,1478.48538266311,1467.94184177406,1472.50066659748,1481.05058713953,1494.60458476445,1514.92639815352,1541.49288889917,1566.77591859167,1594.90080274791,662,678,673,642,560,548,578.842686993658,591.84995641898,580.17825774264,580.370614295016,570.206164408674,556.473190402039,548.715086203518,550.605409871442,553.189852958253,543.405651222872,550.329976726294,557.302879670524,549.487363765229,547.36898918796,561.305847401013,577.194592878435,587.229333620336,594.831321836485,598.260846494026,605.343614641432,206,182,168,178,161,147,132.485782739867,127.952872124187,131.390829204008,135.825610337299,136.765984062427,135.856852393865,132.898935952594,128.522580803933,127.079843195759,128.728897255265,128.831016985501,126.899929368631,127.549256329818,130.008450765901,127.321738118993,126.024986907167,129.205947759737,132.958297646842,136.458398585037,138.50911313164,492,485,487,503,507,506,465.314130133875,429.667797124768,418.882068198278,437.340832448274,454.873124898735,462.085702124511,453.926675337435,444.627252000433,439.277340374185,440.996804928279,444.486449851393,441.779735488089,438.191041179991,441.331181065979,441.181602693184,438.897495841987,441.347331382136,451.687090804659,463.151713506287,473.277528043293,283,324,356,397,458,442,390.068074347913,367.815454691771,347.767196095972,349.343978238264,360.106524468481,368.384004664054,364.466262885524,357.81890310904,353.164542026837,352.696012872293,352.843589575777,352.502838135862,352.714180499021,353.792045577636,351.241398926339,352.487509136865,357.143785391315,362.016178611186,368.904960006317,377.770546931542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"40094","De Willibrord St. v. rk, pc en Int.conf. Voortg. Ond. Utr. e","Atoomweg 111","3542AB","UTRECHT","Utrecht","0344","UTRECHT"
"166","VO","03RB","Christelijke Scholengemeenschap voor Vwo Havo Mavo Vmbo Pro Lwoo Prins Maurits","Koningin Julianaweg 57","3241XB","MIDDELHARNIS","Zuid-Holland","1924","GOEREE-OVERFLAKKEE",1511,1497,1531,1554,1580,1575,1620.97465141586,1610.97654832354,1593.10588645289,1599.53699016049,1606.61568918609,1618.55691987838,1634.33354869867,1618.35816247643,1624.03910961505,1622.61565599044,1639.96541883266,1662.55368283953,1679.1418701232,1695.51866623193,1713.91339474918,1740.73883103343,1763.74824913532,1794.22493838305,1820.16012380328,1846.1192452942,597,575,598,666,673,635,652.520400304272,654.868935626338,638.941060905025,658.941433218944,668.530036611353,661.071989268456,660.583064843234,645.505072385496,648.516687319072,668.435166898628,682.482866404567,690.988223554509,684.860736015321,688.683247103902,709.772882582224,728.960838881157,733.388742036998,745.479868209313,755.127435833491,764.799818356922,320,323,307,305,319,356,365.448928588984,353.208584119819,352.666585385932,352.644424232354,346.251981512377,355.076924924185,361.974825747784,356.749324285694,356.278140650643,346.46575073399,347.668516009053,358.593149746889,366.981318264439,371.611740751342,367.011941006875,368.696891850158,378.868432949409,386.744633972901,391.59088501231,397.63880784244,318,312,333,283,280,280,292.627000912277,288.059309920443,287.971221594215,282.127451884068,287.534439058294,292.719406159807,299.078942577316,301.628707191228,301.950124853153,294.758068121973,296.870186466072,299.314095175294,309.180085268121,311.815869821561,312.368765066807,314.762019855908,319.125162997255,324.339352922107,329.91773679072,334.447885855563,202,198,194,193,206,200,202.353765759503,205.453524555777,206.175696194607,202.372474765479,200.676374680598,204.322979870578,206.485240259569,208.2254224938,210.563272788529,206.93116087591,207.125844919421,208.56488975495,213.135382258894,217.052692890722,217.892591376336,220.128724143693,223.048565572463,226.299813961584,230.043294762041,233.441146067662,74,89,99,107,102,104,108.024555850826,109.386194101161,107.351322373113,103.451206059649,103.622857323471,105.365619655354,106.211475270763,106.24963612021,106.730884003657,106.025509359934,105.818005033544,105.093324607894,104.984348316422,106.355115664402,106.867214716933,108.190356302515,109.317345579198,111.361269317141,113.48077140472,115.791587171611,"42681","Ver. Stg./Inst.houd. Chr. Sch. Vgz. Onderwijs Goeree-Overfl.","Koningin Julianaweg 57","3241XB","MIDDELHARNIS","Zuid-Holland","1924","GOEREE-OVERFLAKKEE"
"167","VO","03RR","Candea College Atheneum Havo Mavo Vmbo","Saturnus 1","6922LX","DUIVEN","Gelderland","0226","DUIVEN",2035,2034,1961,1898,1862,1869,1943.65504261117,1936.55191480334,1914.71920948492,1890.46231770871,1843.43329884027,1807.46520945907,1792.2117136133,1761.1154560339,1757.65207400602,1743.52879745049,1766.89972419875,1774.92188996308,1766.05858834881,1781.08442847161,1797.56039790691,1808.98997678671,1843.61873324436,1895.21075363951,1954.40394657798,2015.91470248681,847,811,758,784,803,826,868.23138078223,826.564652648687,781.550516153722,789.443004091884,779.531486762849,746.020959157808,751.034168617439,745.122202326548,741.306489691117,734.079292338699,755.19371664621,778.218227661431,750.500046050005,740.090890927068,769.257907082475,802.522620774244,817.307962771252,833.223747952432,854.63403560802,892.669546765651,454,481,471,456,445,452,480.453354501903,490.811244337545,501.121990051538,475.226920818894,451.364590240306,457.060712808876,445.926597083384,429.137183993334,433.245129512053,433.540303873176,431.729393028915,423.104113125701,433.369313454618,452.82480070928,436.077568003027,421.661308598581,441.195758630143,461.990661017908,473.922345810683,482.080341630116,428,436,423,383,357,364,381.254377342448,396.693453335228,401.744142315163,398.793149318856,387.700527877934,382.595341764258,380.582395591043,374.752321800583,370.458170928883,368.089878886558,371.713279636957,366.259086037823,371.07456569982,375.636038249922,381.143968096167,371.460006798242,370.814651239939,384.692604804757,402.187505869075,409.405418109804,306,306,309,275,257,227,213.715929984591,222.482564481885,230.302560964495,226.999243479079,224.836693959185,221.788195728132,214.668552321431,212.103747913433,212.642283873965,207.81932235206,208.26333488667,207.34046313812,211.114663144364,212.532698585345,211.080954725238,213.346040615644,214.300360603031,215.30373986441,223.660059290201,231.75939598124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"13554","Stichting Quadraam","Saturnus 7","6922LX","DUIVEN","Gelderland","0226","DUIVEN"
"168","VO","03RU","Herbert Vissers College Christelijke Scholengemeensch. voor Lyceum Havo Mavo Vbo","Beurtschipper 200","2152LG","NIEUW-VENNEP","Noord-Holland","0394","HAARLEMMERMEER",1776,1774,1771,1865,1920,1901,1854.60470051429,1765.78311514494,1661.3908272078,1631.22684398734,1630.31565885798,1628.22739435306,1604.80897538443,1599.73673620592,1613.34880564202,1622.60379877849,1660.08834873761,1680.4961364785,1696.57968509039,1735.63985660118,1780.27364092554,1828.8752308715,1888.50388102631,1943.80998828802,1999.38014996021,2040.84301998159,724,769,790,886,943,857,748.782490521613,732.087389148999,738.843401788361,741.121108211352,731.211784199867,725.290812019673,714.855912727504,710.669374741467,726.88906851428,741.276854051087,761.230074386237,771.21248149058,765.553533965583,795.551580707451,834.020175964333,860.584252987285,881.991942616054,905.360413165783,926.420204157313,950.101031734265,459,454,479,526,483,535,561.68677509892,494.139615775041,432.27533919971,438.304974199406,447.656713833926,444.24492172778,431.868987212755,431.270185190374,426.67714062009,425.347201211282,437.900921160948,442.253163936727,453.287186063115,457.214486281953,456.725805398718,472.223635760121,495.121111704251,509.758563510869,525.544897737721,533.179264541611,356,315,288,265,308,331,359.609056694565,350.722140413602,311.580197077234,284.190967784463,294.660974630144,299.810312058879,298.596317947739,297.356116553342,299.305280875229,296.260123176479,299.6015570864,305.003849860294,311.263701368953,313.89823298038,319.022343196972,321.784104359128,333.630900828856,345.318201014195,356.968657593059,363.421372778875,237,236,214,188,186,178,184.526378199189,188.833969807298,178.691889142491,167.60979379212,156.786186194048,158.881348546727,159.487757496431,160.441059720733,160.477315632418,159.719620339643,161.355796104028,162.026641190897,166.475263692735,168.975556631394,170.505316365521,174.283237764965,177.759925877149,183.372810597172,190.446390472117,194.14135092684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"41021","Iris, Stichting voor Christ. Voortgez. Onderw.","Koediefslaan 69","2101BT","HEEMSTEDE","Noord-Holland","0397","HEEMSTEDE"
"169","VO","03SX","De Baander","Zangvogelweg 152","3815DR","AMERSFOORT","Utrecht","0307","AMERSFOORT",237,212,224,242,244,246,242.723197144799,242.373947147546,240.623948342349,241.707601729615,242.136364198042,242.28919948838,243.534578939468,243.732175273546,248.670576277175,248.448937390599,247.904929079911,247.049746178817,248.205377363418,244.043264889264,246.506364887096,250.977049832387,257.570571553323,265.983919416746,272.385706586214,277.657943395471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,237,212,224,242,244,246,242.723197144799,242.373947147546,240.623948342349,241.707601729615,242.136364198042,242.28919948838,243.534578939468,243.732175273546,248.670576277175,248.448937390599,247.904929079911,247.049746178817,248.205377363418,244.043264889264,246.506364887096,250.977049832387,257.570571553323,265.983919416746,272.385706586214,277.657943395471,"45697","Stg. Kath. Praktijkonderwijs Amersfoort en Omstreken","Zangvogelweg 152","3815DR","AMERSFOORT","Utrecht","0307","AMERSFOORT"
"170","VO","03WO","Van Lodensteincollege Scholengemeenschap voor Lyceum Havo Mavo Vbo Lwoo","Utrechtseweg 228","3818ET","AMERSFOORT","Utrecht","0307","AMERSFOORT",3856,3837,3841,3784,3729,3758,3837.81440205914,3859.11677239428,3888.78235927082,3901.56156096733,3896.26513523649,3926.79659267915,3959.0280746688,3991.04585855503,3997.96790066111,4010.64257893217,4056.24681865635,4069.66426692742,4125.72676414866,4195.59794774279,4300.24104565706,4418.07684825239,4525.48784217921,4652.46923938221,4751.62500600137,4834.44642009161,1732,1722,1789,1734,1656,1724,1836.14262905258,1822.90528968748,1808.32707742547,1817.12272718402,1791.60519036002,1814.38980083519,1840.90989625318,1846.35700684541,1830.82010487864,1841.27223529563,1890.01809652823,1908.97692478677,1919.52088319851,1972.28342582935,2048.79957041239,2124.55870341386,2153.13971460673,2195.3899990882,2239.70918863174,2274.88252295157,988,950,972,976,1035,1014,986.175483742018,1020.55081026945,1053.41074687808,1045.04989273939,1045.96409580225,1048.53517727413,1044.62538268557,1057.55467752393,1069.29651031921,1066.23314844989,1063.01597072673,1056.45597265127,1084.74670205495,1097.67887520379,1104.55086182906,1126.63734398774,1171.013270673,1218.57910990459,1239.37803892283,1261.98268528944,680,692,657,667,634,646,641.001862356243,634.037345429071,648.871027581611,659.170204708532,669.996173231466,674.929747440661,682.968259584728,690.282787418764,698.605004353335,702.261264167231,701.312398966337,701.038852151016,710.338721348121,715.693801467118,728.827699267563,739.843305685768,762.193917739419,787.030791184335,810.070204994284,823.914640397458,456,473,423,407,404,374,374.494426908296,381.623327008282,378.173507385652,380.21873633539,388.699675842754,388.941867129169,390.524536145323,396.851386766929,399.246281109928,400.875931019416,401.900352435051,403.192517338356,411.120457547085,409.941845242534,418.062914148038,427.037495165017,439.140939160062,451.469339205092,462.467573452514,473.666571453149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"41769","Stichting voor Onderwijs op Reformatorische Grondslag","Utrechtseweg 226","3818ET","AMERSFOORT","Utrecht","0307","AMERSFOORT"
"171","VO","03XF","Mundium College voor vwo, havo, mavo, vbo en lwoo","Heinsbergerweg 184","6045CK","ROERMOND","Limburg","0957","ROERMOND",2146,2036,1859,2154,2093,2189,2219.61338048872,2195.66208013657,2157.49721829879,2128.39651016601,2093.24508919818,2065.20352254413,2061.45461374662,2053.4951528022,2027.05945147871,2004.97404615797,2012.78544397739,2013.12741083739,1993.99057886727,1989.08217451435,1991.56766381878,2015.61403298803,2026.32085577752,2046.0107666819,2084.21873057452,2104.65086463782,1029,933,845,1030,1059,1114,1136.55562461329,1102.94908124134,1047.03301098861,1046.23288667871,1025.29036009222,1007.7873061311,1010.95579519903,1015.23322781164,989.233246113765,974.654518296473,1000.63104679632,1005.81390809089,969.760952711963,967.33514597266,992.025813354596,1026.93298728314,1024.40115071936,1018.62835011372,1048.30055878093,1063.67083750752,241,247,206,347,320,336,351.099105165067,344.548053040621,358.921314121836,341.330444131545,330.965237470915,331.138087671765,326.220060051278,319.569656733754,322.142008188241,320.32125893887,310.456275075076,308.731102396673,318.167078989201,315.945582386328,303.370583045203,301.783636080785,312.631876955977,322.947388227693,321.013143775135,320.867870447582,421,393,358,352,359,409,413.216742156468,427.870716719225,420.376895064136,422.730465021806,415.30249404445,410.964811464673,413.00140295639,408.567645962144,406.763803674535,405.206277003593,400.087834166792,396.24347891866,401.012302531081,402.124723593551,394.937230500106,387.981481516266,391.333841873394,401.754199097895,408.074413998152,408.879832469115,455,463,450,425,355,330,318.741908553891,320.294229135383,331.165998124213,318.102714333945,321.686997590596,315.313317276596,311.277355539916,310.12462229467,308.920393502171,304.791991919032,301.610287939209,302.338921431167,305.050244635028,303.676722561814,301.23403691887,298.915928107837,297.953986228789,302.680829242584,306.830614020305,311.232324213606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"41203","Stichting Onderwijs Midden-Limburg","Heinsbergerweg 180","6045CK","ROERMOND","Limburg","0957","ROERMOND"
"172","VO","03XM","Christelijke Scholengemeenschap Dingstede voor Mavo Havo en Atheneum","Gerard Doustraat 13","7944HD","MEPPEL","Drenthe","0119","MEPPEL",1262,1175,1047,908,867,824,798.197249225485,785.680041682232,777.454085506454,767.071451799103,747.249354424395,734.015840486345,724.401656360408,710.795284320875,704.254502319977,700.229869765623,706.472152836523,711.050205065716,721.353972363783,722.873488787086,724.245509709224,728.751231965251,742.363710070965,763.219811474756,779.599270875289,791.631434497488,469,402,320,288,286,325,327.440135614177,309.13078768516,286.498712754239,287.249161783921,281.864991453633,276.1488940185,276.198076379368,264.114130542817,266.069072121247,276.112891821952,282.202592293102,281.766914692145,276.832907480645,277.484703146784,283.926943325744,293.007998218824,302.23983968085,310.390472788816,314.005551146599,313.566754178966,141,151,142,107,82,68,68.332870621384,76.5110889286919,76.1139909001692,72.2744096587176,68.0334560902049,67.6709888629717,66.7949627151371,65.06086006652,64.5531199930378,61.6010344958947,61.9075944378129,64.4981417813238,65.9270022956108,66.1787595139262,63.7739590832441,63.7675424466679,64.9922088115065,67.6632788281303,69.7392574857655,71.2184627459754,364,352,348,298,266,219,211.0482140116,213.438096125464,226.089378600181,217.872999164698,212.459162362429,208.790599653962,205.680462767024,206.072339139126,201.117179116955,195.730501508418,194.744701876153,197.15365484068,205.71037570558,204.787454088499,203.114164184139,199.189663383725,202.269145146828,207.774288805832,214.106801665935,219.925607362786,288,270,237,215,233,212,191.376028978325,186.600068942916,188.752003251864,189.674881191766,184.891744518129,181.405357950911,175.728154498879,175.547954572413,172.515131088738,166.785441939358,167.617264229455,167.631493751567,172.883686881947,174.422572037876,173.430443116097,172.786027916035,172.862516431781,177.391771051978,181.747660576989,186.920610209761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"41636","Stichting Voortgezet Onderwijs Meppel en omstreken","Ezingerweg 52","7943AZ","MEPPEL","Drenthe","0119","MEPPEL"
"173","VO","03XS","Christelijke Scholengem. Walcheren voor Vmbo, Mavo, Havo, Atheneum en Gymnasium","Griffioenstraat 17","4334BK","MIDDELBURG","Zeeland","0687","MIDDELBURG",2233,2199,2273,2286,2314,2416,2478.52981719087,2513.5862104184,2524.3537461998,2529.56365082205,2502.30169598986,2471.17247264535,2438.26873609406,2409.24316315041,2396.31858758294,2377.57395121306,2393.14089129924,2392.94438293227,2395.81334550653,2416.90049735715,2437.92317531424,2473.08258123463,2499.49282354766,2543.40451003274,2579.49477601667,2608.68502549511,1036,964,1012,1060,1083,1173,1210.03134156135,1202.00272679352,1134.76551700297,1112.73904503578,1116.74545983856,1123.53542932085,1095.4792866904,1057.09086159131,1068.86165984837,1081.87470534913,1098.79551730485,1094.43169500677,1082.9999418426,1100.32810995132,1124.84517758833,1146.67586081912,1156.51603699977,1175.21466735692,1198.20118506199,1201.11344248281,523,499,497,480,511,562,566.026013082341,573.604432180317,630.581667069258,630.526212925159,597.938539226431,579.100799879207,581.748950910822,587.14115870572,569.70285428277,551.7224987371,557.450309024489,562.386452837978,566.295680777562,568.625940128935,564.715452293659,569.777258671755,581.086621850286,594.43326221736,598.538637628104,609.302516567296,362,399,424,434,404,372,401.384909515385,411.606429504979,420.49992803534,446.804106020993,442.246090958127,428.821551427497,426.708840105832,431.000392214357,428.003776084176,417.797198620748,412.860216047649,414.38697214812,420.858594138354,420.501029321181,421.256741160821,424.984216761442,427.245507536419,435.204150944969,440.562353381399,449.020467023843,312,337,340,312,316,309,301.087553031793,326.372621939588,338.506634092232,339.494286840115,345.371605966735,339.714692017788,334.331658387005,334.010750639022,329.750297367626,326.179548506084,324.034848922256,321.739262939401,325.659128748014,327.445417955714,327.105804271431,331.64524498231,334.644657161184,338.552429513498,342.192599945176,349.24859942116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"40304","Stichting voor Chr. V.g. Onderw. op Walcheren","Griffioenstraat 17","4334BK","MIDDELBURG","Zeeland","0687","MIDDELBURG"
"174","VO","03ZY","School voor Praktijkonderwijs De Maat","Baron van Fridaghstraat 137B","7731DL","OMMEN","Overijssel","0175","OMMEN",164,167,159,163,165,175,177.655947392904,179.613834540785,178.327903653234,176.942488412797,173.660351487196,171.708839490347,169.890940539168,167.725646628994,164.931639382737,163.243875416683,161.434192338463,159.619585150295,156.683959879957,156.77388454301,159.823910131743,162.410633986422,164.383404455357,165.829513548068,169.466325372214,172.08618699607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,164,167,159,163,165,175,177.655947392904,179.613834540785,178.327903653234,176.942488412797,173.660351487196,171.708839490347,169.890940539168,167.725646628994,164.931639382737,163.243875416683,161.434192338463,159.619585150295,156.683959879957,156.77388454301,159.823910131743,162.410633986422,164.383404455357,165.829513548068,169.466325372214,172.08618699607,"62181","Stichting Aquila, stichting voor Christelijk Speciaal Onderwijs regio Ommen","De Schammelte 3","7731BL","OMMEN","Overijssel","0175","OMMEN"
